,Name,Class,Rating,Total Rater,Price,Area,AirConditioner,Bar,Pool,Spa,FitenessCenter,Restaurant,HotTub
1393,New Hemangini Hotel Bandung,3-star hotel,4.3,"(2,192)","IDR 546,930",Bandung,True,False,True,False,False,True,False
1394,Summerbird,3-star hotel,4.5,"(1,338)","IDR 479,550",Bandung,True,False,False,False,False,True,False
1395,Collection O 10 Sweet Karina,3-star hotel,4.2,(886),"IDR 184,850",Bandung,True,False,False,False,False,True,False
1396,Ottenville Boutique Hotel,3-star hotel,4.3,(544),"IDR 299,225",Bandung,True,False,False,False,False,True,False
1397,Patra Bandung Hotel,3-star hotel,4.5,"(2,391)","IDR 508,135",Bandung,True,False,True,False,False,True,False
1398,ibis Bandung Pasteur,3-star hotel,4.4,"(4,983)","IDR 457,489",Bandung,True,True,False,False,False,True,False
1399,Hotel Santika Bandung,3-star hotel,4.4,"(3,142)","IDR 767,531",Bandung,True,False,True,True,True,True,False
1400,Grand Pacific Hotel,3-star hotel,4.3,"(2,085)","IDR 305,306",Bandung,True,False,True,True,False,True,False
1401,Kytos Hotel,3-star hotel,4.3,"(1,914)","IDR 417,964",Bandung,True,False,False,False,False,True,False
1402,Clove Hotel Bandung,3-star hotel,4.3,"(5,113)","IDR 602,293",Bandung,True,False,True,True,True,True,False
1403,Hotel Santika Pasir Koja,3-star hotel,4.6,(970),"IDR 459,759",Bandung,True,False,True,False,False,True,False
1404,Cherry Homes Express II Hotel,3-star hotel,4.3,(261),"IDR 230,964",Bandung,True,False,False,False,False,True,False
1405,New Sany Rosa Hotel,3-star hotel,4.3,"(2,180)","IDR 358,754",Bandung,True,False,True,False,False,True,False
1406,De Sofia Hotel,3-star hotel,4.3,"(1,370)","IDR 380,630",Bandung,True,True,False,False,False,True,False
1407,De'rain Hotel,3-star hotel,4.3,"(2,078)","IDR 386,523",Bandung,True,False,False,True,True,True,True
1408,Fabu Hotel,3-star hotel,4.2,"(1,795)","IDR 329,202",Bandung,True,False,False,False,False,True,False
1409,Ivory Hotel,3-star hotel,4.5,"(1,836)","IDR 561,097",Bandung,True,False,False,False,False,True,False
1410,The Naripan Hotel,3-star hotel,4.1,"(1,577)","IDR 306,672",Bandung,True,False,True,False,False,True,False
1411,Rooms Inc BTC Pasteur,3-star hotel,4.3,"(1,253)","IDR 388,504",Bandung,True,False,False,True,False,True,False
1412,Hotel Kumala,3-star hotel,4.3,(652),"IDR 259,366",Bandung,True,False,False,False,False,True,False
1413,Noor Hotel Bandung,3-star hotel,4.6,"(1,675)","IDR 895,331",Bandung,True,False,False,False,False,True,False
1414,Hotel Dafam Rio,3-star hotel,4.3,(988),"IDR 435,789",Bandung,True,False,False,False,False,True,False
1415,Accordia Dago,3-star hotel,4.2,(550),"IDR 351,456",Bandung,True,False,False,False,False,False,False
1416,M Premiere Hotel Bandung,3-star hotel,4.4,(820),"IDR 538,522",Bandung,True,False,False,False,False,True,False
1417,Cinnamon Hotel,3-star hotel,4.7,"(1,347)","IDR 581,826",Bandung,True,False,True,False,False,True,False
1418,Capital O 1044 Diemdi Hotel,3-star hotel,4.2,(309),"IDR 142,560",Bandung,True,False,False,False,False,True,False
1420,Oasis Siliwangi Hotel Bandung,3-star hotel,4.3,(807),"IDR 658,877",Bandung,False,False,True,False,False,True,False
1421,Asoka Hotel Bandung,3-star hotel,4.4,(328),"IDR 207,391",Bandung,True,False,False,False,False,False,False
1422,"Sukajadi Hotel, Convention and Gallery",3-star hotel,4.2,"(2,473)","IDR 202,195",Bandung,True,False,True,False,False,True,False
1423,Moxy Bandung,3-star hotel,4.5,"(2,975)","IDR 912,320",Bandung,True,True,False,False,True,True,False
1424,Grand Asrilia Hotel Convention & Restaurant,3-star hotel,4.4,"(1,496)","IDR 539,609",Bandung,True,False,True,False,False,True,False
1425,NEO Dipatiukur Bandung,3-star hotel,4.5,"(3,718)","IDR 469,390",Bandung,True,False,False,False,False,True,False
1426,Chara Hotel,3-star hotel,4.1,(978),"IDR 335,406",Bandung,True,False,False,True,False,True,False
1427,Hotel Serela,3-star hotel,4,"(2,281)","IDR 371,873",Bandung,True,False,False,True,False,True,False
1428,Ardan Hotel,3-star hotel,4.4,"(1,080)","IDR 414,248",Bandung,True,False,False,False,False,True,False
1429,Mitra Hotel Bandung,3-star hotel,4.3,"(3,193)","IDR 470,843",Bandung,True,False,True,False,False,True,False
1430,Tama Boutique Hotel,3-star hotel,4.5,(896),"IDR 684,665",Bandung,True,False,False,False,False,True,False
1431,El Cavana Hotel,3-star hotel,4.2,"(2,532)","IDR 467,864",Bandung,True,False,False,True,True,False,True
1432,Scarlet Dago Hotel Bandung,3-star hotel,4.1,(811),"IDR 599,608",Bandung,True,False,False,False,False,True,False
1433,ibis Styles Bandung Grand Central,3-star hotel,4.7,"(1,023)","IDR 626,500",Bandung,True,False,False,False,False,True,False
1434,Tibera Hotel,3-star hotel,4.4,(565),"IDR 600,000",Bandung,True,False,False,False,False,True,False
1435,Pasar Baru Square Hotel Bandung,3-star hotel,4.3,"(11,511)","IDR 331,044",Bandung,True,False,False,False,False,True,False
1436,Tibera Hotel Ciumbuleuit,3-star hotel,4.4,(587),"IDR 329,460",Bandung,True,False,False,False,False,True,False
1437,Urbanview Hotel Grand Malabar Bandung,3-star hotel,4,(158),"IDR 398,157",Bandung,False,False,False,False,False,False,False
1438,Hay Bandung,3-star hotel,4.3,"(1,244)","IDR 604,422",Bandung,True,False,False,False,False,True,False
1439,Collection O 22 Hotel Pasar Baru Heritage,3-star hotel,3.9,(459),"IDR 198,751",Bandung,True,False,False,False,False,False,False
1440,Kenangan Hotel,3-star hotel,4.3,(542),"IDR 196,301",Bandung,True,False,False,False,False,True,False
1441,Serela Cihampelas Hotel,3-star hotel,4.1,"(2,376)","IDR 472,210",Bandung,True,False,False,False,False,True,False
1443,Geary Hotel,3-star hotel,4.5,"(1,166)","IDR 494,182",Bandung,True,False,False,False,False,True,False
1444,Hotel Lingga,3-star hotel,4.2,"(2,034)","IDR 261,630",Bandung,True,False,False,False,True,True,False
1445,Amira Hotel,3-star hotel,4.3,(384),"IDR 278,853",Bandung,True,False,False,False,False,False,False
1446,OYO 1308 Darmo Residence,3-star hotel,4.6,(340),"IDR 213,469",Bandung,True,False,False,False,False,False,False
1447,Villa Damar Bandung,3-star hotel,4.2,(554),"IDR 390,800",Bandung,True,False,False,True,False,True,False
1449,IDEA's HOTEL,3-star hotel,4.2,"(1,573)","IDR 259,220",Bandung,True,False,False,False,False,True,False
1450,Raffleshom Hotel,3-star hotel,4.3,"(1,044)","IDR 264,813",Bandung,True,False,False,False,False,True,False
1451,Hotel Bumi Asih Jaya,3-star hotel,3.8,(826),"IDR 314,500",Bandung,True,False,False,False,False,True,False
1452,HOTEL GUNTUR,3-star hotel,4.4,(621),"IDR 446,483",Bandung,True,False,True,True,False,True,False
1453,Anggrek Shopping Hotel,3-star hotel,4.4,(633),"IDR 423,453",Bandung,True,False,False,False,False,True,False
1454,Serela Merdeka Hotel,3-star hotel,4.1,"(1,513)","IDR 358,613",Bandung,True,False,False,False,False,True,False
1455,Anggrek Shopping Hotel,3-star hotel,4.4,(633),"IDR 423,453",Bandung,True,False,False,False,False,True,False
1456,Dequr Hotel Dipati Ukur,3-star hotel,3.6,(310),"IDR 197,051",Bandung,True,False,False,False,False,True,False
1457,Ruby Hotel Syariah,3-star hotel,4.5,(955),"IDR 432,658",Bandung,True,False,True,False,False,True,False
1459,CassaDua Hotel,3-star hotel,3.8,(778),"IDR 116,045",Bandung,True,False,False,False,False,False,False
1461,Collection O 17 Hotel Btc Bandung,3-star hotel,4.4,(102),"IDR 427,700",Bandung,True,False,False,False,False,True,False
1463,Residences by RedDoorz,3-star hotel,4,(448),"IDR 112,345",Bandung,False,False,False,False,False,False,False
1465,Hotel Royal Palace,3-star hotel,3.8,(155),"IDR 796,875",Bandung,True,False,False,False,False,True,False
1466,Hotel Bali Indah,3-star hotel,3.5,(925),"IDR 125,184",Bandung,False,False,False,False,False,False,False
1467,Hotel Narapati Indah Syariah,3-star hotel,4.3,(471),"IDR 247,696",Bandung,True,False,False,False,False,True,False
1469,RedDoorz Plus near Kampung Gajah 3,3-star hotel,3.7,(136),"IDR 200,130",Bandung,True,False,True,False,False,False,False
1470,Hotel Ilos,3-star hotel,4.5,(699),"IDR 299,000",Bandung,True,False,False,False,False,True,False
1472,RedDoorz Plus near Museum Geologi Bandung,3-star hotel,4.4,(36),"IDR 166,439",Bandung,True,False,False,False,False,True,False
1480,RedDoorz near Parahyangan University,3-star hotel,4.3,(148),"IDR 141,110",Bandung,True,False,False,False,False,False,False
1486,Hotel Daily Inn Bandung,3-star hotel,4.5,(237),"IDR 218,392",Bandung,False,False,False,False,False,True,False
1487,Bobobox Alun Alun,3-star hotel,4.7,(599),"IDR 188,874",Bandung,False,False,False,False,False,False,False
1488,The Silk At Dago,3-star hotel,4.3,(965),"IDR 396,000",Bandung,True,False,True,True,False,True,False
1489,Ahadiat Hotel & Bungalow,3-star hotel,4.4,"(1,762)","IDR 531,623",Bandung,True,False,True,False,False,True,False
1490,The Dago Highland Resort and Spa,3-star hotel,4.2,"(1,878)","IDR 453,008",Bandung,True,False,True,False,False,True,False
1491,OYO 90278 Hotel Sepuluh Buah Batu Bandung,3-star hotel,4.3,(39),"IDR 97,310",Bandung,True,False,False,False,False,False,False
1492,Vio Hotel Pasteur,3-star hotel,4.2,"(2,600)","IDR 269,500",Bandung,True,False,False,False,False,True,False
1493,Bumi Bandhawa Hotel,3-star hotel,4.3,(754),"IDR 431,200",Bandung,True,False,True,False,False,True,False
1494,Alam Permai Hotel,3-star hotel,4,"(1,089)","IDR 179,885",Bandung,True,False,False,False,False,True,False
1495,SevenGrams coffee & eatery,3-star hotel,4.4,(679),"IDR 263,004",Bandung,True,False,False,False,False,True,False
1496,Hotel Gandasari,3-star hotel,4.2,(636),"IDR 249,998",Bandung,True,False,False,False,False,True,False
1497,The Regia Dago,3-star hotel,4.3,(378),"IDR 296,888",Bandung,True,False,False,False,False,False,False
1498,House Sangkuriang Bandung,3-star hotel,4.5,"(1,699)","IDR 467,500",Bandung,True,False,True,False,False,True,False
1499,YOKOTEL CITY,3-star hotel,4.8,(239),"IDR 282,220",Bandung,True,False,False,False,False,False,False
1500,Namin Hotel - Bandung,3-star hotel,4.2,(974),"IDR 583,446",Bandung,True,False,False,True,False,True,False
1501,OYO 295 Grha Ciumbuleuit Guest House,3-star hotel,4.3,"(2,056)","IDR 153,640",Bandung,True,False,True,False,True,True,False
1502,Mercure Bandung City Centre,4-star hotel,4.5,"(5,683)","IDR 949,500",Bandung,True,True,True,True,True,False,False
1503,Grand Tjokro Premiere Bandung,4-star hotel,4.5,"(13,465)","IDR 698,113",Bandung,True,False,True,True,True,True,False
1504,Hotel Savoy Homann,4-star hotel,4.6,"(7,961)","IDR 439,995",Bandung,True,True,False,True,True,False,False
1505,éL Hotel Royale Bandung,4-star hotel,4.6,"(15,576)","IDR 641,812",Bandung,True,False,True,True,True,True,False
1506,Harris Hotel & Convention Ciumbuleuit Bandung,4-star hotel,4.5,"(6,355)","IDR 580,503",Bandung,True,True,False,False,True,True,False
1507,Banana Inn Hotel Bandung,4-star hotel,4.3,"(2,753)","IDR 446,342",Bandung,True,False,True,True,True,False,True
1508,Harris Hotel & Conventions Festival Citylink Bandung,4-star hotel,4.5,"(5,085)","IDR 356,315",Bandung,True,False,False,True,False,True,False
1509,Grand Pasundan Convention Hotel,4-star hotel,4.4,"(6,714)","IDR 295,203",Bandung,True,True,True,True,True,False,False
1510,Grand Tjokro Premiere Bandung,4-star hotel,4.5,"(13,467)","IDR 527,879",Bandung,True,False,True,True,True,True,False
1511,THE 1O1 Bandung Dago,4-star hotel,4.5,"(5,255)","IDR 796,460",Bandung,True,False,True,True,True,True,False
1512,Horison Ultima Hotel,4-star hotel,4.2,"(8,483)","IDR 415,507",Bandung,True,False,True,True,True,True,False
1513,de Braga by ARTOTEL,4-star hotel,4.6,"(2,155)","IDR 607,562",Bandung,True,False,True,False,False,True,False
1514,Mercure Bandung City Centre,4-star hotel,4.5,"(5,683)","IDR 943,462",Bandung,True,True,True,True,True,False,False
1515,West Point Hotel,4-star hotel,4.3,"(3,689)","IDR 650,000",Bandung,True,False,False,False,False,True,False
1516,Mercure Bandung Nexa Supratman,4-star hotel,4.5,"(5,317)","IDR 976,883",Bandung,True,False,False,True,True,True,False
1517,Courtyard by Marriott Bandung Dago,4-star hotel,4.6,"(4,182)","IDR 2,422,914",Bandung,True,True,True,True,True,False,False
1518,ASTON Pasteur,4-star hotel,4.5,"(10,453)","IDR 736,372",Bandung,True,False,True,True,True,False,True
1519,Amaroossa Hotel Bandung,4-star hotel,4.3,"(3,478)","IDR 649,510",Bandung,True,False,True,True,True,True,False
1520,PRIME PARK Hotel Bandung,4-star hotel,4.4,"(3,918)","IDR 427,284",Bandung,True,False,True,True,True,True,False
1521,Sheo Resort Hotel,4-star hotel,4.1,"(2,902)","IDR 336,766",Bandung,True,False,True,True,False,True,False
1522,Swiss-Belresort Dago Heritage,4-star hotel,4.6,"(5,839)","IDR 1,211,699",Bandung,False,False,True,True,True,True,False
1523,Grand Hotel Preanger,4-star hotel,4.5,"(5,967)","IDR 874,930",Bandung,True,True,True,True,True,False,False
1524,Novotel Bandung,4-star hotel,4.5,"(6,223)","IDR 796,611",Bandung,True,False,True,True,True,False,True
1525,Grand Tebu Hotel Bandung,4-star hotel,4.4,"(3,685)","IDR 1,643,616",Bandung,True,False,True,True,True,True,False
1526,Shakti Hotel,4-star hotel,4.3,"(4,564)","IDR 292,970",Bandung,True,False,True,True,True,True,False
1527,Gino Feruci Braga Hotel,4-star hotel,3.9,"(2,950)","IDR 455,678",Bandung,True,False,True,True,True,True,False
1528,Belviu Hotel Bandung,4-star hotel,4.5,"(2,803)","IDR 604,044",Bandung,True,True,True,True,False,True,False
1530,FOX HARRIS Hotel City Center,4-star hotel,4.3,"(3,103)","IDR 392,758",Bandung,True,False,True,True,False,True,False
1531,Art Deco Luxury Hotel & Residence,4-star hotel,4.5,"(2,858)","IDR 1,696,986",Bandung,True,False,True,True,True,False,True
1532,De Paviljoen,4-star hotel,4.5,"(4,919)","IDR 625,394",Bandung,True,False,False,True,True,True,False
1533,"Holiday Inn Bandung Pasteur, an IHG Hotel",4-star hotel,4.5,"(9,679)","IDR 851,351",Bandung,True,True,False,True,True,False,False
1534,The Jayakarta Suites Bandung,4-star hotel,4.5,"(7,068)","IDR 545,833",Bandung,True,False,True,True,True,False,True
1535,Travello Hotel,4-star hotel,4.4,"(2,505)","IDR 511,660",Bandung,True,False,True,True,False,True,False
1537,d'primahotel Bandung,4-star hotel,4.2,"(1,637)","IDR 550,000",Bandung,True,False,True,True,False,True,False
1538,Grand Serela Setiabudhi,4-star hotel,4,"(2,095)","IDR 365,655",Bandung,True,False,True,True,True,True,False
1539,Grand Setiabudi Hotel,4-star hotel,4.4,"(2,077)","IDR 503,370",Bandung,True,False,True,True,True,False,True
1540,"Grandia Hotel, Resto & Bakery",4-star hotel,4.5,"(4,066)","IDR 912,980",Bandung,True,False,True,True,True,True,False
1541,The Luxton Hotel Bandung,4-star hotel,4.4,"(4,036)","IDR 995,037",Bandung,True,False,True,True,True,False,True
1542,Marbella Hotel Suite Bandung,4-star hotel,4.2,"(3,625)","IDR 1,017,530",Bandung,True,False,True,True,True,False,True
1543,Grand Aquilla Hotel,4-star hotel,4.4,"(1,559)","IDR 667,759",Bandung,True,True,True,True,True,False,False
1544,Sensa Hotel,4-star hotel,4.5,"(3,538)","IDR 775,365",Bandung,True,False,True,True,True,True,False
1545,Best Western Premier La Grande,4-star hotel,4.5,"(6,356)","IDR 994,681",Bandung,True,False,False,True,True,True,False
1546,Four Points by Sheraton Bandung,4-star hotel,4.6,"(5,055)","IDR 2,075,045",Bandung,True,True,True,True,True,False,False
1547,Galeri Ciumbuleuit Hotel,4-star hotel,4.4,"(4,550)","IDR 543,504",Bandung,True,False,True,False,True,True,False
1548,Gino Feruci Kebonjati Hotel,4-star hotel,4,"(2,090)","IDR 498,200",Bandung,True,False,True,True,False,True,False
1549,Sari Ater Kamboti Bandung,4-star hotel,4.6,(795),"IDR 399,763",Bandung,True,False,False,True,True,False,True
1550,Golden Flower Hotel,4-star hotel,4.2,"(4,484)","IDR 442,162",Bandung,True,False,True,True,True,False,True
1551,Novena Hotel,4-star hotel,4.3,"(2,094)","IDR 335,403",Bandung,True,False,True,False,False,True,False
1553,Maison Teraskita Hotel Bandung,4-star hotel,4.5,(419),"IDR 620,000",Bandung,False,False,False,False,False,True,False
1554,Grand Dafam Braga Bandung,4-star hotel,4.5,(416),"IDR 614,770",Bandung,False,True,True,False,True,True,False
1555,RedDoorz Premium,4-star hotel,4.2,(693),"IDR 400,270",Bandung,True,False,False,False,False,True,False
1556,Asmila Boutique Hotel,4-star hotel,4.3,(791),"IDR 436,280",Bandung,True,False,True,False,False,True,False
1559,Bumi Semilir Hotel and Resto,4-star hotel,4.4,(252),"IDR 429,880",Bandung,True,False,False,False,False,True,False
1560,Beverly Dago Apartment,4-star hotel,3.8,(62),"IDR 394,793",Bandung,True,False,False,False,True,False,False
1567,Hilton Bandung,5-star hotel,4.7,"(8,164)","IDR 2,178,000",Bandung,True,False,True,True,True,False,True
1568,Aryaduta Hotel Bandung,5-star hotel,4.6,"(7,523)","IDR 821,859",Bandung,True,False,True,True,True,False,True
1569,GH Universal Hotel Bandung,5-star hotel,4.7,"(8,110)","IDR 833,419",Bandung,True,True,True,True,True,False,False
1570,Aryaduta Hotel Bandung,5-star hotel,4.6,"(7,524)","IDR 715,696",Bandung,True,False,True,True,True,False,True
1572,The Gaia Hotel Bandung,5-star hotel,4.6,"(1,205)","IDR 2,666,269",Bandung,True,True,True,True,False,True,False
1573,Padma Hotel Bandung,5-star hotel,4.8,"(6,557)","IDR 2,900,000",Bandung,True,False,True,True,True,False,True
1574,The Trans Luxury Hotel,5-star hotel,4.8,"(11,463)","IDR 1,700,000",Bandung,True,False,True,True,True,False,True
1575,Grand Mercure Bandung Setiabudi,5-star hotel,4.6,"(8,291)","IDR 1,525,768",Bandung,True,True,True,True,True,False,False
1576,Hilton Bandung,5-star hotel,4.7,"(8,164)","IDR 1,985,825",Bandung,True,False,True,True,True,False,True
1577,The Papandayan Hotel,5-star hotel,4.6,"(7,894)","IDR 1,268,419",Bandung,True,False,True,True,True,False,True
1578,Sheraton Bandung Hotel & Towers,5-star hotel,4.6,"(5,260)","IDR 2,584,699",Bandung,True,True,True,False,True,True,False
1579,Pullman Bandung Grand Central,5-star hotel,4.7,"(2,336)","IDR 1,697,079",Bandung,True,True,True,True,True,False,False
1580,"Crowne Plaza Bandung, an IHG Hotel",5-star hotel,4.6,"(8,801)","IDR 1,421,170",Bandung,True,False,True,True,True,False,True
